"sector","year","scenario","region","pct_change"
"Agriculture",2036,"Hot/Dry","Samegrelo-Zemo Svaneti",-5.6737
"Industry",2036,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.1031
"Services",2036,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.3309
"Agriculture",2036,"Hot/Dry","Shida Kartli",-0.942
"Industry",2036,"Hot/Dry","Shida Kartli",-0.3458
"Services",2036,"Hot/Dry","Shida Kartli",-0.0843
"Agriculture",2036,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.2303
"Industry",2036,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.3695
"Services",2036,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.5285
"Agriculture",2036,"Hot/Dry","Mtskheta-Mtianeti",-1.616
"Industry",2036,"Hot/Dry","Mtskheta-Mtianeti",-0.9946
"Services",2036,"Hot/Dry","Mtskheta-Mtianeti",-0.208
"Agriculture",2036,"Hot/Dry","Kakheti",-4.5207
"Industry",2036,"Hot/Dry","Kakheti",-1.9399
"Services",2036,"Hot/Dry","Kakheti",-0.7595
"Agriculture",2036,"Hot/Dry","Samtskhe-Javakheti",-0.4616
"Industry",2036,"Hot/Dry","Samtskhe-Javakheti",-0.1591
"Services",2036,"Hot/Dry","Samtskhe-Javakheti",-0.0452
"Agriculture",2036,"Hot/Dry","Ajaria",-2.712
"Industry",2036,"Hot/Dry","Ajaria",-0.6732
"Services",2036,"Hot/Dry","Ajaria",-0.2171
"Agriculture",2036,"Hot/Dry","Kvemo Kartli",-1.8034
"Industry",2036,"Hot/Dry","Kvemo Kartli",-2.0114
"Services",2036,"Hot/Dry","Kvemo Kartli",-0.6199
"Agriculture",2036,"Hot/Dry","Guria",-5.0565
"Industry",2036,"Hot/Dry","Guria",-2.3618
"Services",2036,"Hot/Dry","Guria",-0.7741
"Agriculture",2036,"Hot/Dry","Tbilisi",-3.5307
"Industry",2036,"Hot/Dry","Tbilisi",-2.0425
"Services",2036,"Hot/Dry","Tbilisi",-0.786
"Agriculture",2036,"Hot/Dry","Imereti",-3.6003
"Industry",2036,"Hot/Dry","Imereti",-2.5522
"Services",2036,"Hot/Dry","Imereti",-0.6054
"Agriculture",2036,"Median","Abkhazia",-1.3272
"Industry",2036,"Median","Abkhazia",-0.6022
"Services",2036,"Median","Abkhazia",-0.1388
"Agriculture",2036,"Median","Samegrelo-Zemo Svaneti",-3.2427
"Industry",2036,"Median","Samegrelo-Zemo Svaneti",-1.5971
"Services",2036,"Median","Samegrelo-Zemo Svaneti",-0.6018
"Agriculture",2036,"Median","Shida Kartli",-0.5286
"Industry",2036,"Median","Shida Kartli",-0.189
"Services",2036,"Median","Shida Kartli",-0.0485
"Agriculture",2036,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.8736
"Industry",2036,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.2688
"Services",2036,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.2659
"Agriculture",2036,"Median","Mtskheta-Mtianeti",-1.01
"Industry",2036,"Median","Mtskheta-Mtianeti",-0.6327
"Services",2036,"Median","Mtskheta-Mtianeti",-0.1329
"Agriculture",2036,"Median","Kakheti",-3.1386
"Industry",2036,"Median","Kakheti",-1.3132
"Services",2036,"Median","Kakheti",-0.5209
"Agriculture",2036,"Median","Samtskhe-Javakheti",-0.2165
"Industry",2036,"Median","Samtskhe-Javakheti",-0.0733
"Services",2036,"Median","Samtskhe-Javakheti",-0.0222
"Agriculture",2036,"Median","Ajaria",-1.3024
"Industry",2036,"Median","Ajaria",-0.2675
"Services",2036,"Median","Ajaria",-0.0825
"Agriculture",2036,"Median","Kvemo Kartli",-1.1521
"Industry",2036,"Median","Kvemo Kartli",-1.3256
"Services",2036,"Median","Kvemo Kartli",-0.4067
"Agriculture",2036,"Median","Guria",-2.9247
"Industry",2036,"Median","Guria",-1.2631
"Services",2036,"Median","Guria",-0.3794
"Agriculture",2036,"Median","Tbilisi",-2.3645
"Industry",2036,"Median","Tbilisi",-1.3469
"Services",2036,"Median","Tbilisi",-0.5217
"Agriculture",2036,"Median","Imereti",-2.0134
"Industry",2036,"Median","Imereti",-1.3562
"Services",2036,"Median","Imereti",-0.3064
"Agriculture",2037,"Warm/Wet","Abkhazia",-1.2198
"Industry",2037,"Warm/Wet","Abkhazia",-0.5556
"Services",2037,"Warm/Wet","Abkhazia",-0.1215
"Agriculture",2037,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.0809
"Industry",2037,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.5535
"Services",2037,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.595
"Agriculture",2037,"Warm/Wet","Shida Kartli",-0.2227
"Industry",2037,"Warm/Wet","Shida Kartli",-0.0726
"Services",2037,"Warm/Wet","Shida Kartli",-0.0135
"Agriculture",2037,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.3911
"Industry",2037,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.9737
"Services",2037,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1553
"Agriculture",2037,"Warm/Wet","Mtskheta-Mtianeti",-0.3854
"Industry",2037,"Warm/Wet","Mtskheta-Mtianeti",-0.212
"Services",2037,"Warm/Wet","Mtskheta-Mtianeti",-0.0287
"Agriculture",2037,"Warm/Wet","Kakheti",-1.8808
"Industry",2037,"Warm/Wet","Kakheti",-0.598
"Services",2037,"Warm/Wet","Kakheti",-0.1807
"Agriculture",2037,"Warm/Wet","Samtskhe-Javakheti",-0.0657
"Industry",2037,"Warm/Wet","Samtskhe-Javakheti",-0.0234
"Services",2037,"Warm/Wet","Samtskhe-Javakheti",-0.0054
"Agriculture",2037,"Warm/Wet","Ajaria",-1.1837
"Industry",2037,"Warm/Wet","Ajaria",-0.2127
"Services",2037,"Warm/Wet","Ajaria",-0.0705
"Agriculture",2037,"Warm/Wet","Kvemo Kartli",-0.536
"Industry",2037,"Warm/Wet","Kvemo Kartli",-0.51
"Services",2037,"Warm/Wet","Kvemo Kartli",-0.1133
"Agriculture",2037,"Warm/Wet","Guria",-2.6448
"Industry",2037,"Warm/Wet","Guria",-1.076
"Services",2037,"Warm/Wet","Guria",-0.3083
"Agriculture",2037,"Warm/Wet","Tbilisi",-1.0814
"Industry",2037,"Warm/Wet","Tbilisi",-0.5153
"Services",2037,"Warm/Wet","Tbilisi",-0.1455
"Agriculture",2037,"Warm/Wet","Imereti",-1.6604
"Industry",2037,"Warm/Wet","Imereti",-1.0771
"Services",2037,"Warm/Wet","Imereti",-0.2178
"Agriculture",2037,"Hot/Dry","Abkhazia",-3.1931
"Industry",2037,"Hot/Dry","Abkhazia",-1.4733
"Services",2037,"Hot/Dry","Abkhazia",-0.4323
"Agriculture",2037,"Hot/Dry","Samegrelo-Zemo Svaneti",-6.1255
"Industry",2037,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.4646
"Services",2037,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.5901
"Agriculture",2037,"Hot/Dry","Shida Kartli",-1.056
"Industry",2037,"Hot/Dry","Shida Kartli",-0.4007
"Services",2037,"Hot/Dry","Shida Kartli",-0.1066
"Agriculture",2037,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.4259
"Industry",2037,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.7603
"Services",2037,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.6002
"Agriculture",2037,"Hot/Dry","Mtskheta-Mtianeti",-1.6567
"Industry",2037,"Hot/Dry","Mtskheta-Mtianeti",-0.9832
"Services",2037,"Hot/Dry","Mtskheta-Mtianeti",-0.2284
"Agriculture",2037,"Hot/Dry","Kakheti",-4.3963
"Industry",2037,"Hot/Dry","Kakheti",-1.9095
"Services",2037,"Hot/Dry","Kakheti",-0.749
"Agriculture",2037,"Hot/Dry","Samtskhe-Javakheti",-0.506
"Industry",2037,"Hot/Dry","Samtskhe-Javakheti",-0.1878
"Services",2037,"Hot/Dry","Samtskhe-Javakheti",-0.0575
"Agriculture",2037,"Hot/Dry","Ajaria",-3.0254
"Industry",2037,"Hot/Dry","Ajaria",-0.8725
"Services",2037,"Hot/Dry","Ajaria",-0.3023
"Agriculture",2037,"Hot/Dry","Kvemo Kartli",-1.7476
"Industry",2037,"Hot/Dry","Kvemo Kartli",-1.9798
"Services",2037,"Hot/Dry","Kvemo Kartli",-0.62
"Agriculture",2037,"Hot/Dry","Guria",-5.5089
"Industry",2037,"Hot/Dry","Guria",-2.692
"Services",2037,"Hot/Dry","Guria",-0.9315
"Agriculture",2037,"Hot/Dry","Tbilisi",-3.4537
"Industry",2037,"Hot/Dry","Tbilisi",-2.0117
"Services",2037,"Hot/Dry","Tbilisi",-0.7875
"Agriculture",2037,"Hot/Dry","Imereti",-3.9724
"Industry",2037,"Hot/Dry","Imereti",-2.9897
"Services",2037,"Hot/Dry","Imereti",-0.7678
"Agriculture",2037,"Median","Abkhazia",-1.2846
"Industry",2037,"Median","Abkhazia",-0.5765
"Services",2037,"Median","Abkhazia",-0.1278
"Agriculture",2037,"Median","Samegrelo-Zemo Svaneti",-3.2144
"Industry",2037,"Median","Samegrelo-Zemo Svaneti",-1.5753
"Services",2037,"Median","Samegrelo-Zemo Svaneti",-0.5667
"Agriculture",2037,"Median","Shida Kartli",-0.2374
"Industry",2037,"Median","Shida Kartli",-0.0717
"Services",2037,"Median","Shida Kartli",-0.013
"Agriculture",2037,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.3849
"Industry",2037,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.1337
"Services",2037,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.1521
"Agriculture",2037,"Median","Mtskheta-Mtianeti",-0.4952
"Industry",2037,"Median","Mtskheta-Mtianeti",-0.2501
"Services",2037,"Median","Mtskheta-Mtianeti",-0.0373
"Agriculture",2037,"Median","Kakheti",-2.3261
"Industry",2037,"Median","Kakheti",-0.7958
"Services",2037,"Median","Kakheti",-0.2549
"Agriculture",2037,"Median","Samtskhe-Javakheti",-0.0643
"Industry",2037,"Median","Samtskhe-Javakheti",-0.0195
"Services",2037,"Median","Samtskhe-Javakheti",-0.0039
"Agriculture",2037,"Median","Ajaria",-1.1665
"Industry",2037,"Median","Ajaria",-0.1915
"Services",2037,"Median","Ajaria",-0.052
"Agriculture",2037,"Median","Kvemo Kartli",-0.6434
"Industry",2037,"Median","Kvemo Kartli",-0.6981
"Services",2037,"Median","Kvemo Kartli",-0.1568
"Agriculture",2037,"Median","Guria",-2.7998
"Industry",2037,"Median","Guria",-1.1285
"Services",2037,"Median","Guria",-0.2965
"Agriculture",2037,"Median","Tbilisi",-1.424
"Industry",2037,"Median","Tbilisi",-0.7092
"Services",2037,"Median","Tbilisi",-0.2067
"Agriculture",2037,"Median","Imereti",-1.6049
"Industry",2037,"Median","Imereti",-1.2137
"Services",2037,"Median","Imereti",-0.1829
"Agriculture",2038,"Warm/Wet","Abkhazia",-1.2432
"Industry",2038,"Warm/Wet","Abkhazia",-0.5485
"Services",2038,"Warm/Wet","Abkhazia",-0.1312
"Agriculture",2038,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.7988
"Industry",2038,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.3464
"Services",2038,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.4869
"Agriculture",2038,"Warm/Wet","Shida Kartli",-0.1966
"Industry",2038,"Warm/Wet","Shida Kartli",-0.0659
"Services",2038,"Warm/Wet","Shida Kartli",-0.0116
"Agriculture",2038,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.362
"Industry",2038,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.9778
"Services",2038,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1585
"Agriculture",2038,"Warm/Wet","Mtskheta-Mtianeti",-0.2977
"Industry",2038,"Warm/Wet","Mtskheta-Mtianeti",-0.1438
"Services",2038,"Warm/Wet","Mtskheta-Mtianeti",-0.0241
"Agriculture",2038,"Warm/Wet","Kakheti",-0.9926
"Industry",2038,"Warm/Wet","Kakheti",-0.3529
"Services",2038,"Warm/Wet","Kakheti",-0.0871
"Agriculture",2038,"Warm/Wet","Samtskhe-Javakheti",-0.0719
"Industry",2038,"Warm/Wet","Samtskhe-Javakheti",-0.0258
"Services",2038,"Warm/Wet","Samtskhe-Javakheti",-0.0056
"Agriculture",2038,"Warm/Wet","Ajaria",-1.1931
"Industry",2038,"Warm/Wet","Ajaria",-0.2362
"Services",2038,"Warm/Wet","Ajaria",-0.0761
"Agriculture",2038,"Warm/Wet","Kvemo Kartli",-0.3934
"Industry",2038,"Warm/Wet","Kvemo Kartli",-0.4394
"Services",2038,"Warm/Wet","Kvemo Kartli",-0.0953
"Agriculture",2038,"Warm/Wet","Guria",-2.4824
"Industry",2038,"Warm/Wet","Guria",-1.0094
"Services",2038,"Warm/Wet","Guria",-0.2807
"Agriculture",2038,"Warm/Wet","Tbilisi",-0.9119
"Industry",2038,"Warm/Wet","Tbilisi",-0.4464
"Services",2038,"Warm/Wet","Tbilisi",-0.1267
"Agriculture",2038,"Warm/Wet","Imereti",-1.4847
"Industry",2038,"Warm/Wet","Imereti",-1.0474
"Services",2038,"Warm/Wet","Imereti",-0.1804
"Agriculture",2038,"Hot/Dry","Abkhazia",-2.6013
"Industry",2038,"Hot/Dry","Abkhazia",-1.2878
"Services",2038,"Hot/Dry","Abkhazia",-0.3621
"Agriculture",2038,"Hot/Dry","Samegrelo-Zemo Svaneti",-5.323
"Industry",2038,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.0136
"Services",2038,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.3114
"Agriculture",2038,"Hot/Dry","Shida Kartli",-0.6995
"Industry",2038,"Hot/Dry","Shida Kartli",-0.2567
"Services",2038,"Hot/Dry","Shida Kartli",-0.0607
"Agriculture",2038,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.7899
"Industry",2038,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.2998
"Services",2038,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.4646
"Agriculture",2038,"Hot/Dry","Mtskheta-Mtianeti",-1.197
"Industry",2038,"Hot/Dry","Mtskheta-Mtianeti",-0.7021
"Services",2038,"Hot/Dry","Mtskheta-Mtianeti",-0.1467
"Agriculture",2038,"Hot/Dry","Kakheti",-3.8692
"Industry",2038,"Hot/Dry","Kakheti",-1.5972
"Services",2038,"Hot/Dry","Kakheti",-0.612
"Agriculture",2038,"Hot/Dry","Samtskhe-Javakheti",-0.3492
"Industry",2038,"Hot/Dry","Samtskhe-Javakheti",-0.1263
"Services",2038,"Hot/Dry","Samtskhe-Javakheti",-0.0365
"Agriculture",2038,"Hot/Dry","Ajaria",-2.4842
"Industry",2038,"Hot/Dry","Ajaria",-0.6333
"Services",2038,"Hot/Dry","Ajaria",-0.2111
"Agriculture",2038,"Hot/Dry","Kvemo Kartli",-1.4097
"Industry",2038,"Hot/Dry","Kvemo Kartli",-1.5481
"Services",2038,"Hot/Dry","Kvemo Kartli",-0.4585
"Agriculture",2038,"Hot/Dry","Guria",-4.7014
"Industry",2038,"Hot/Dry","Guria",-2.2277
"Services",2038,"Hot/Dry","Guria",-0.7387
"Agriculture",2038,"Hot/Dry","Tbilisi",-2.7599
"Industry",2038,"Hot/Dry","Tbilisi",-1.5704
"Services",2038,"Hot/Dry","Tbilisi",-0.5816
"Agriculture",2038,"Hot/Dry","Imereti",-3.228
"Industry",2038,"Hot/Dry","Imereti",-2.4991
"Services",2038,"Hot/Dry","Imereti",-0.5739
"Agriculture",2038,"Median","Abkhazia",-1.7682
"Industry",2038,"Median","Abkhazia",-0.8679
"Services",2038,"Median","Abkhazia",-0.2273
"Agriculture",2038,"Median","Samegrelo-Zemo Svaneti",-3.6367
"Industry",2038,"Median","Samegrelo-Zemo Svaneti",-1.9279
"Services",2038,"Median","Samegrelo-Zemo Svaneti",-0.8124
"Agriculture",2038,"Median","Shida Kartli",-0.5545
"Industry",2038,"Median","Shida Kartli",-0.2055
"Services",2038,"Median","Shida Kartli",-0.0546
"Agriculture",2038,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.8427
"Industry",2038,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.4717
"Services",2038,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.2864
"Agriculture",2038,"Median","Mtskheta-Mtianeti",-0.9944
"Industry",2038,"Median","Mtskheta-Mtianeti",-0.6158
"Services",2038,"Median","Mtskheta-Mtianeti",-0.1375
"Agriculture",2038,"Median","Kakheti",-3.0625
"Industry",2038,"Median","Kakheti",-1.3507
"Services",2038,"Median","Kakheti",-0.5581
"Agriculture",2038,"Median","Samtskhe-Javakheti",-0.2499
"Industry",2038,"Median","Samtskhe-Javakheti",-0.09
"Services",2038,"Median","Samtskhe-Javakheti",-0.0257
"Agriculture",2038,"Median","Ajaria",-1.3314
"Industry",2038,"Median","Ajaria",-0.2738
"Services",2038,"Median","Ajaria",-0.0838
"Agriculture",2038,"Median","Kvemo Kartli",-1.1469
"Industry",2038,"Median","Kvemo Kartli",-1.3752
"Services",2038,"Median","Kvemo Kartli",-0.4384
"Agriculture",2038,"Median","Guria",-3.1612
"Industry",2038,"Median","Guria",-1.3987
"Services",2038,"Median","Guria",-0.4445
"Agriculture",2038,"Median","Tbilisi",-2.3651
"Industry",2038,"Median","Tbilisi",-1.3983
"Services",2038,"Median","Tbilisi",-0.563
"Agriculture",2038,"Median","Imereti",-2.0439
"Industry",2038,"Median","Imereti",-1.5537
"Services",2038,"Median","Imereti",-0.3374
"Agriculture",2039,"Warm/Wet","Abkhazia",-1.1547
"Industry",2039,"Warm/Wet","Abkhazia",-0.5468
"Services",2039,"Warm/Wet","Abkhazia",-0.1152
"Agriculture",2039,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.7524
"Industry",2039,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.3278
"Services",2039,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.4821
"Agriculture",2039,"Warm/Wet","Shida Kartli",-0.204
"Industry",2039,"Warm/Wet","Shida Kartli",-0.0662
"Services",2039,"Warm/Wet","Shida Kartli",-0.0113
"Agriculture",2039,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.2715
"Industry",2039,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.989
"Services",2039,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1408
"Agriculture",2039,"Warm/Wet","Mtskheta-Mtianeti",-0.3418
"Industry",2039,"Warm/Wet","Mtskheta-Mtianeti",-0.163
"Services",2039,"Warm/Wet","Mtskheta-Mtianeti",-0.0248
"Agriculture",2039,"Warm/Wet","Kakheti",-1.3049
"Industry",2039,"Warm/Wet","Kakheti",-0.4574
"Services",2039,"Warm/Wet","Kakheti",-0.1339
"Agriculture",2039,"Warm/Wet","Samtskhe-Javakheti",-0.0854
"Industry",2039,"Warm/Wet","Samtskhe-Javakheti",-0.0298
"Services",2039,"Warm/Wet","Samtskhe-Javakheti",-0.0063
"Agriculture",2039,"Warm/Wet","Ajaria",-1.1661
"Industry",2039,"Warm/Wet","Ajaria",-0.2167
"Services",2039,"Warm/Wet","Ajaria",-0.0641
"Agriculture",2039,"Warm/Wet","Kvemo Kartli",-0.4657
"Industry",2039,"Warm/Wet","Kvemo Kartli",-0.5301
"Services",2039,"Warm/Wet","Kvemo Kartli",-0.1246
"Agriculture",2039,"Warm/Wet","Guria",-2.5204
"Industry",2039,"Warm/Wet","Guria",-1.0435
"Services",2039,"Warm/Wet","Guria",-0.2979
"Agriculture",2039,"Warm/Wet","Tbilisi",-1.0364
"Industry",2039,"Warm/Wet","Tbilisi",-0.5402
"Services",2039,"Warm/Wet","Tbilisi",-0.1673
"Agriculture",2039,"Warm/Wet","Imereti",-1.4829
"Industry",2039,"Warm/Wet","Imereti",-1.055
"Services",2039,"Warm/Wet","Imereti",-0.1744
"Agriculture",2039,"Hot/Dry","Abkhazia",-1.9498
"Industry",2039,"Hot/Dry","Abkhazia",-0.8877
"Services",2039,"Hot/Dry","Abkhazia",-0.2319
"Agriculture",2039,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.5889
"Industry",2039,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.5001
"Services",2039,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.0416
"Agriculture",2039,"Hot/Dry","Shida Kartli",-0.5383
"Industry",2039,"Hot/Dry","Shida Kartli",-0.1929
"Services",2039,"Hot/Dry","Shida Kartli",-0.0419
"Agriculture",2039,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.2508
"Industry",2039,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-1.8973
"Services",2039,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.3356
"Agriculture",2039,"Hot/Dry","Mtskheta-Mtianeti",-0.917
"Industry",2039,"Hot/Dry","Mtskheta-Mtianeti",-0.535
"Services",2039,"Hot/Dry","Mtskheta-Mtianeti",-0.1003
"Agriculture",2039,"Hot/Dry","Kakheti",-3.2739
"Industry",2039,"Hot/Dry","Kakheti",-1.2828
"Services",2039,"Hot/Dry","Kakheti",-0.4595
"Agriculture",2039,"Hot/Dry","Samtskhe-Javakheti",-0.2686
"Industry",2039,"Hot/Dry","Samtskhe-Javakheti",-0.0922
"Services",2039,"Hot/Dry","Samtskhe-Javakheti",-0.0249
"Agriculture",2039,"Hot/Dry","Ajaria",-2.0753
"Industry",2039,"Hot/Dry","Ajaria",-0.4944
"Services",2039,"Hot/Dry","Ajaria",-0.1579
"Agriculture",2039,"Hot/Dry","Kvemo Kartli",-1.1916
"Industry",2039,"Hot/Dry","Kvemo Kartli",-1.247
"Services",2039,"Hot/Dry","Kvemo Kartli",-0.3492
"Agriculture",2039,"Hot/Dry","Guria",-4.1879
"Industry",2039,"Hot/Dry","Guria",-1.9428
"Services",2039,"Hot/Dry","Guria",-0.6203
"Agriculture",2039,"Hot/Dry","Tbilisi",-2.3041
"Industry",2039,"Hot/Dry","Tbilisi",-1.2615
"Services",2039,"Hot/Dry","Tbilisi",-0.442
"Agriculture",2039,"Hot/Dry","Imereti",-2.6909
"Industry",2039,"Hot/Dry","Imereti",-2.0537
"Services",2039,"Hot/Dry","Imereti",-0.4403
"Agriculture",2039,"Median","Abkhazia",-1.3562
"Industry",2039,"Median","Abkhazia",-0.591
"Services",2039,"Median","Abkhazia",-0.1406
"Agriculture",2039,"Median","Samegrelo-Zemo Svaneti",-3.0102
"Industry",2039,"Median","Samegrelo-Zemo Svaneti",-1.4493
"Services",2039,"Median","Samegrelo-Zemo Svaneti",-0.5147
"Agriculture",2039,"Median","Shida Kartli",-0.286
"Industry",2039,"Median","Shida Kartli",-0.0868
"Services",2039,"Median","Shida Kartli",-0.0169
"Agriculture",2039,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.4788
"Industry",2039,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.1398
"Services",2039,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.164
"Agriculture",2039,"Median","Mtskheta-Mtianeti",-0.5357
"Industry",2039,"Median","Mtskheta-Mtianeti",-0.2889
"Services",2039,"Median","Mtskheta-Mtianeti",-0.0435
"Agriculture",2039,"Median","Kakheti",-2.2718
"Industry",2039,"Median","Kakheti",-0.8121
"Services",2039,"Median","Kakheti",-0.263
"Agriculture",2039,"Median","Samtskhe-Javakheti",-0.0965
"Industry",2039,"Median","Samtskhe-Javakheti",-0.0279
"Services",2039,"Median","Samtskhe-Javakheti",-0.0065
"Agriculture",2039,"Median","Ajaria",-1.1411
"Industry",2039,"Median","Ajaria",-0.191
"Services",2039,"Median","Ajaria",-0.0542
"Agriculture",2039,"Median","Kvemo Kartli",-0.7361
"Industry",2039,"Median","Kvemo Kartli",-0.7781
"Services",2039,"Median","Kvemo Kartli",-0.1865
"Agriculture",2039,"Median","Guria",-2.6262
"Industry",2039,"Median","Guria",-1.0632
"Services",2039,"Median","Guria",-0.2972
"Agriculture",2039,"Median","Tbilisi",-1.5586
"Industry",2039,"Median","Tbilisi",-0.7893
"Services",2039,"Median","Tbilisi",-0.243
"Agriculture",2039,"Median","Imereti",-1.5695
"Industry",2039,"Median","Imereti",-1.1981
"Services",2039,"Median","Imereti",-0.1809
"Agriculture",2040,"Warm/Wet","Abkhazia",-0.8294
"Industry",2040,"Warm/Wet","Abkhazia",-0.3962
"Services",2040,"Warm/Wet","Abkhazia",-0.0844
"Agriculture",2040,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.2051
"Industry",2040,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.0697
"Services",2040,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.3956
"Agriculture",2040,"Warm/Wet","Shida Kartli",-0.1026
"Industry",2040,"Warm/Wet","Shida Kartli",-0.0317
"Services",2040,"Warm/Wet","Shida Kartli",-0.0052
"Agriculture",2040,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.8874
"Industry",2040,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.7697
"Services",2040,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.0964
"Agriculture",2040,"Warm/Wet","Mtskheta-Mtianeti",-0.1777
"Industry",2040,"Warm/Wet","Mtskheta-Mtianeti",-0.0969
"Services",2040,"Warm/Wet","Mtskheta-Mtianeti",-0.0113
"Agriculture",2040,"Warm/Wet","Kakheti",-1.0536
"Industry",2040,"Warm/Wet","Kakheti",-0.3147
"Services",2040,"Warm/Wet","Kakheti",-0.0837
"Agriculture",2040,"Warm/Wet","Samtskhe-Javakheti",-0.0384
"Industry",2040,"Warm/Wet","Samtskhe-Javakheti",-0.0126
"Services",2040,"Warm/Wet","Samtskhe-Javakheti",-0.0027
"Agriculture",2040,"Warm/Wet","Ajaria",-0.7441
"Industry",2040,"Warm/Wet","Ajaria",-0.1117
"Services",2040,"Warm/Wet","Ajaria",-0.0321
"Agriculture",2040,"Warm/Wet","Kvemo Kartli",-0.2942
"Industry",2040,"Warm/Wet","Kvemo Kartli",-0.2984
"Services",2040,"Warm/Wet","Kvemo Kartli",-0.0586
"Agriculture",2040,"Warm/Wet","Guria",-1.8494
"Industry",2040,"Warm/Wet","Guria",-0.7109
"Services",2040,"Warm/Wet","Guria",-0.1957
"Agriculture",2040,"Warm/Wet","Tbilisi",-0.6526
"Industry",2040,"Warm/Wet","Tbilisi",-0.3025
"Services",2040,"Warm/Wet","Tbilisi",-0.0768
"Agriculture",2040,"Warm/Wet","Imereti",-1.0088
"Industry",2040,"Warm/Wet","Imereti",-0.8047
"Services",2040,"Warm/Wet","Imereti",-0.1063
"Agriculture",2040,"Hot/Dry","Abkhazia",-3.2686
"Industry",2040,"Hot/Dry","Abkhazia",-1.5079
"Services",2040,"Hot/Dry","Abkhazia",-0.4463
"Agriculture",2040,"Hot/Dry","Samegrelo-Zemo Svaneti",-6.3399
"Industry",2040,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.6006
"Services",2040,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.5794
"Agriculture",2040,"Hot/Dry","Shida Kartli",-0.7922
"Industry",2040,"Hot/Dry","Shida Kartli",-0.3021
"Services",2040,"Hot/Dry","Shida Kartli",-0.0703
"Agriculture",2040,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.2146
"Industry",2040,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.5439
